modelo,rmse_val
LSTM_normal,0.028889460738194848
LSTM_residual,0.0287437912321049
GRU_normal,0.024003481717619533
GRU_residual,0.025948413138666145
Transformer_normal,0.05140449833276965
Transformer_residual,0.054401901523115394
MLP_normal,0.036140531282513697
MLP_residual,0.03313596855102669
