Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-07 00:00:00-03:00,22.79445692932166,22.79445692932166,22.167790036739028,22.33831214904785,26180,0.0,0.0
2020-12-08 00:00:00-03:00,22.248791398273063,23.16960740306176,21.903486412864613,23.148292541503903,5750,0.0,0.0
2020-12-09 00:00:00-03:00,23.23781434537817,23.915637304333657,23.23355202384619,23.642803192138672,7194,0.0,0.0
2020-12-10 00:00:00-03:00,23.425388518221524,23.94974187134383,23.344389774862925,23.43817710876465,4878,0.0,0.0
2020-12-11 00:00:00-03:00,23.502121500953542,23.72806192295721,23.335863331839956,23.65132713317871,3356,0.0,0.0
2020-12-14 00:00:00-03:00,23.651323817841515,23.93694807891713,22.960712432861328,22.960712432861328,7264,0.0,0.0
2020-12-15 00:00:00-03:00,22.96071757676202,23.35291620076708,22.96071757676202,23.203710556030277,2364,0.0,0.0
2020-12-16 00:00:00-03:00,23.42965313059428,24.128791003118454,23.38702340713586,23.787748336791992,29346,0.0,0.0
2020-12-17 00:00:00-03:00,23.787743044233824,23.93268634845146,23.38701820373535,23.38701820373535,17786,0.0,0.0
2020-12-18 00:00:00-03:00,24.09894861201722,24.09894861201722,23.09713552712284,23.15255546569824,22458,0.0,0.0
2020-12-21 00:00:00-03:00,23.15255640606726,23.15255640606726,22.37668373937707,22.99056053161621,3422,0.0,0.0
2020-12-22 00:00:00-03:00,22.871195595770534,23.03745378904529,22.6964111328125,22.6964111328125,5126,0.0,0.0
2020-12-23 00:00:00-03:00,22.82856618195272,23.48933668931669,22.82856618195272,23.21224021911621,15436,0.0,0.0
2020-12-28 00:00:00-03:00,23.263395068565952,23.843168417824373,23.21223907487248,23.28470993041992,5534,0.0,0.0
2020-12-29 00:00:00-03:00,23.237813909656698,23.31028638409811,22.747565631692368,23.045978546142575,14608,0.0,0.0
2020-12-30 00:00:00-03:00,23.86874584066481,23.86874584066481,22.87545739904084,23.15255546569824,277430,0.0,0.0
2021-01-04 00:00:00-03:00,23.06302582681296,23.45096206665039,22.726247193662594,23.45096206665039,26356,0.0,0.0
2021-01-05 00:00:00-03:00,23.68116945628299,25.10502383402844,23.63853973812718,24.48688316345215,31370,0.0,0.0
2021-01-06 00:00:00-03:00,25.21159923390739,25.5782206568507,24.870556617059943,25.10928726196289,57974,0.0,0.0
2021-01-07 00:00:00-03:00,26.626927394480138,26.626927394480138,25.382121432645757,26.01731300354004,8312,0.0,0.0
2021-01-08 00:00:00-03:00,26.017311783385125,26.34556579589844,25.74874164914465,26.34556579589844,65870,0.0,0.0
2021-01-11 00:00:00-03:00,26.17504594117572,27.59037399291992,26.17504594117572,27.59037399291992,7702,0.0,0.0
2021-01-12 00:00:00-03:00,27.590382125374926,27.88026883599461,27.091605839724625,27.41559600830078,5704,0.0,0.0
2021-01-13 00:00:00-03:00,27.304754661131632,27.70974189555245,27.09160117417697,27.35164833068848,20356,0.0,0.0
