,Close_PETR4.SA,Close_BZ=F,Close_USDBRL=X
2020-11-12,6.490695476531982,43.52999877929688,5.389999866485596
2020-11-13,6.703990459442139,42.77999877929688,5.456699848175049
2020-11-16,6.899513244628906,43.81999969482422,5.456999778747559
2020-11-17,7.018009662628174,43.75,5.414899826049805
2020-11-18,6.976534366607666,44.34000015258789,5.327199935913086
2020-11-19,7.056519985198975,44.20000076293945,5.361700057983398
2020-11-20,,44.959999084472656,5.304500102996826
2020-11-23,7.435712337493896,46.060001373291016,5.378099918365479
2020-11-24,7.767505168914795,47.86000061035156,5.440599918365479
2020-11-25,7.776392936706543,48.61000061035156,5.372600078582764
2020-11-26,7.649005889892578,,5.3225998878479
2020-11-27,7.55420970916748,48.18000030517578,5.335299968719482
2020-11-30,7.37646484375,47.59000015258789,5.34250020980835
2020-12-01,7.583833694458008,47.41999816894531,5.331099987030029
2020-12-02,7.675670623779297,48.25,5.204899787902832
2020-12-03,7.891927719116211,48.709999084472656,5.216300010681152
2020-12-04,8.155585289001465,49.25,5.151000022888184
2020-12-07,7.998576641082764,48.790000915527344,5.154399871826172
2020-12-08,7.897853374481201,48.84000015258789,5.098299980163574
2020-12-09,7.980799674987793,48.86000061035156,5.119699954986572
2020-12-10,8.241495132446289,50.25,5.169700145721436
2020-12-11,8.167433738708496,49.970001220703125,5.024199962615967
2020-12-14,8.182246208190918,50.290000915527344,5.064199924468994
2020-12-15,8.250383377075195,50.7599983215332,5.117700099945068
2020-12-16,8.351102828979492,51.08000183105469,5.078884124755859
2020-12-17,8.365918159484863,51.5,5.083199977874756
2020-12-18,8.324443817138672,52.2599983215332,5.056900024414063
2020-12-21,8.004501342773438,50.90999984741211,5.100599765777588
2020-12-22,8.081524848937988,50.08000183105469,5.118937969207764
2020-12-23,8.28000545501709,51.20000076293945,5.1566548347473145
2020-12-24,,51.290000915527344,5.2153000831604
2020-12-25,,,5.2153000831604
2020-12-28,8.348143577575684,50.86000061035156,5.2153000831604
2020-12-29,8.374802589416504,51.09000015258789,5.2459001541137695
2020-12-30,8.395541191101074,51.34000015258789,5.208600044250488
2020-12-31,,51.79999923706055,5.190838813781738
2021-01-01,,,5.1921000480651855
2021-01-04,8.564398765563965,51.09000015258789,5.19189977645874
2021-01-05,8.89915657043457,53.59999847412109,5.295300006866455
2021-01-06,8.91693115234375,54.29999923706055,5.28410005569458
2021-01-07,9.183548927307127,54.380001068115234,5.312900066375732
2021-01-08,9.219099044799805,55.9900016784668,5.40880012512207
2021-01-11,9.142075538635254,55.65999984741211,5.412188053131104
2021-01-12,9.073938369750977,56.58000183105469,5.48769998550415
2021-01-13,8.635498046875,56.060001373291016,5.321400165557861
2021-01-14,8.724371910095215,56.41999816894531,5.297500133514404
2021-01-15,8.330368995666504,55.09999847412109,5.195799827575684
2021-01-18,8.31555461883545,,5.291299819946289
2021-01-19,8.499226570129395,55.900001525878906,5.2947998046875
2021-01-20,8.357030868530273,56.08000183105469,5.3566999435424805
2021-01-21,8.16150951385498,56.09999847412109,5.290500164031982
2021-01-22,8.025237083435059,55.40999984741211,5.349500179290772
2021-01-25,,55.880001068115234,5.465499877929688
2021-01-26,7.998576641082764,55.90999984741211,5.465499877929688
2021-01-27,8.117071151733398,55.810001373291016,5.353799819946289
2021-01-28,8.22371768951416,55.52999877929688,5.412600040435791
2021-01-29,7.906738758087158,55.880001068115234,5.437989234924316
2021-02-01,8.155585289001465,56.34999847412109,5.4608001708984375
2021-02-02,8.490340232849121,57.459999084472656,5.430500030517578
2021-02-03,8.573287963867188,58.459999084472656,5.366899967193604
2021-02-04,8.537737846374512,58.84000015258789,5.352000236511231
2021-02-05,8.543663024902344,59.34000015258789,5.4257001876831055
2021-02-08,8.327404022216797,60.560001373291016,5.369200229644775
2021-02-09,8.158547401428223,61.09000015258789,5.364299774169922
2021-02-10,8.23556900024414,61.470001220703125,5.376699924468994
2021-02-11,8.31851863861084,61.13999938964844,5.384900093078613
2021-02-12,8.425166130065918,62.43000030517578,5.3653998374938965
2021-02-15,,,5.368599891662598
2021-02-16,,63.34999847412109,5.368000030517578
2021-02-17,8.76584529876709,64.33999633789062,5.369400024414063
2021-02-18,8.67104721069336,63.93000030517578,5.409800052642822
2021-02-19,8.096336364746094,62.90999984741211,5.42579984664917
2021-02-22,6.419596195220947,65.23999786376953,5.38070011138916
2021-02-23,7.12761926651001,65.37000274658203,5.463399887084961
2021-02-24,7.228341102600098,67.04000091552734,5.439599990844727
2021-02-25,6.869888305664063,66.87999725341797,5.402964115142822
2021-02-26,6.588456153869629,66.12999725341797,5.528025150299072
2021-03-01,6.517357349395752,63.68999862670898,5.597599983215332
2021-03-02,6.514394283294678,62.70000076293945,5.640699863433838
2021-03-03,6.277400016784668,64.06999969482422,5.675099849700928
2021-03-04,6.582531452178955,66.73999786376953,5.617499828338623
2021-03-05,6.632892608642578,69.36000061035156,5.668300151824951
2021-03-08,6.250738143920898,68.23999786376953,5.689499855041504
2021-03-09,6.395896911621094,67.5199966430664,5.874599933624268
2021-03-10,6.618079662322998,67.9000015258789,5.801499843597412
2021-03-11,6.899513244628906,69.62999725341797,5.67110013961792
2021-03-12,6.863961696624756,69.22000122070312,5.534800052642822
2021-03-15,7.00615930557251,68.87999725341797,5.495155811309815
2021-03-16,6.896549224853516,68.38999938964844,5.614500045776367
2021-03-17,7.133545398712158,68.0,5.6234002113342285
2021-03-18,6.884700775146484,63.27999877929688,5.583099842071533
2021-03-19,7.10984468460083,64.52999877929688,5.558700084686279
2021-03-22,6.967647552490234,64.62000274658203,5.493563175201416
2021-03-23,6.754351615905762,60.790000915527344,5.505499839782715
2021-03-24,6.760276794433594,64.41000366210938,5.520400047302246
2021-03-25,6.8728508949279785,61.95000076293945,5.61959981918335
2021-03-26,6.949873924255371,64.56999969482422,5.648399829864502
2021-03-28,,,5.752399921417236
2021-03-29,7.059484481811523,64.9800033569336,5.780799865722656
2021-03-30,7.059484481811523,64.13999938964844,5.771599769592285
2021-03-31,7.13947057723999,63.540000915527344,5.63129997253418
2021-04-01,7.077258586883545,64.86000061035156,5.707399845123291
2021-04-04,,,5.710599899291992
2021-04-05,7.121695041656494,62.150001525878906,5.662700176239014
2021-04-06,7.115771293640137,62.7400016784668,5.593200206756592
2021-04-07,7.10984468460083,63.15999984741211,5.612100124359131
2021-04-08,7.02097225189209,63.20000076293945,5.566599845886231
2021-04-09,7.00615930557251,62.95000076293945,
2021-04-11,,,5.679299831390381
2021-04-12,7.077258586883545,63.27999877929688,5.732200145721436
2021-04-13,7.100956916809082,63.66999816894531,5.716300010681152
2021-04-14,7.213530540466309,66.58000183105469,5.652900218963623
2021-04-15,7.070477485656738,66.94000244140625,5.614999771118164
2021-04-16,7.027606964111328,66.7699966430664,
2021-04-18,,,5.5858001708984375
2021-04-19,7.434872150421143,67.05000305175781,5.545300006866455
2021-04-20,7.294013023376465,66.56999969482422,5.56790018081665
2021-04-21,,65.31999969482422,5.56790018081665
2021-04-22,7.260330200195312,65.4000015258789,5.44320011138916
2021-04-23,7.254206657409668,66.11000061035156,
2021-04-25,,,5.477200031280518
2021-04-26,7.281764984130859,65.6500015258789,5.435299873352051
2021-04-27,7.0735392570495605,66.41999816894531,5.451000213623047
2021-04-28,7.330759048461914,67.2699966430664,5.341400146484375
2021-04-29,7.2327704429626465,68.55999755859375,5.336400032043457
2021-04-30,7.2327704429626465,67.25,
2021-05-02,,,5.439700126647949
2021-05-03,7.17458963394165,67.55999755859375,5.43809986114502
2021-05-04,7.009234428405762,68.87999725341797,5.442599773406982
2021-05-05,7.297077178955078,68.95999908447266,5.352700233459473
2021-05-06,7.196025848388672,68.08999633789062,5.273430824279785
2021-05-07,7.465492725372314,68.27999877929688,
2021-05-09,,,5.235499858856201
2021-05-10,7.563483238220215,68.31999969482422,5.2221999168396
2021-05-11,7.701277732849121,68.55000305175781,5.221199989318848
2021-05-12,7.587978363037109,69.31999969482422,5.303100109100342
2021-05-13,7.65228271484375,67.05000305175781,5.307700157165527
2021-05-14,8.053423881530762,68.70999908447266,
2021-05-16,,,5.269499778747559
2021-05-17,8.163661003112793,69.45999908447266,5.271500110626221
2021-05-18,8.068731307983398,68.70999908447266,5.259500026702881
2021-05-19,8.007492065429688,66.66000366210938,5.308000087738037
2021-05-20,7.940124988555908,65.11000061035156,5.281300067901611
2021-05-21,7.946249008178711,66.44000244140625,
2021-05-23,,,5.361800193786621
2021-05-24,8.08098316192627,68.45999908447266,5.31850004196167
2021-05-25,7.912564277648926,68.6500015258789,5.330699920654297
2021-05-26,7.989118576049805,68.87000274658203,5.310500144958496
2021-05-27,7.934000015258789,69.45999908447266,5.2382001876831055
2021-05-28,8.264711380004883,69.62999725341797,
2021-05-30,,,5.23799991607666
2021-05-31,8.227967262268066,,5.216599941253662
2021-06-01,8.356576919555664,70.25,5.149700164794922
2021-06-02,8.534180641174316,71.3499984741211,5.07450008392334
2021-06-03,,71.30999755859375,5.076300144195557
2021-06-04,8.727094650268555,71.88999938964844,
2021-06-06,,,5.044600009918213
2021-06-07,8.662789344787598,71.48999786376953,5.045199871063232
2021-06-08,8.77608871459961,72.22000122070312,5.034900188446045
2021-06-09,8.77608871459961,72.22000122070312,5.061500072479248
2021-06-10,8.782214164733887,72.5199966430664,5.054500102996826
2021-06-11,8.748528480529785,72.69000244140625,
2021-06-13,,,5.117000102996826
2021-06-14,8.803647994995117,72.86000061035156,5.058599948883057
2021-06-15,8.889388084411621,73.98999786376953,5.043799877166748
