Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-04 00:00:00-03:00,5.92783269534492,5.945607147711149,5.708612566029252,5.841921806335449,65777600,0.0,0.0
2020-11-05 00:00:00-03:00,5.910057501136641,5.921906946213543,5.841921073046017,5.892282485961914,40874800,0.0,0.0
2020-11-06 00:00:00-03:00,5.791561587580021,5.910059468023007,5.788599649104739,5.850810527801514,37273300,0.0,0.0
2020-11-09 00:00:00-03:00,6.2537017404695705,6.721766543271004,6.232964781649215,6.4018235206604,164904100,0.0,0.0
2020-11-10 00:00:00-03:00,6.484769907440209,6.858036777949334,6.461070450505009,6.837299823760986,163732600,0.0,0.0
2020-11-11 00:00:00-03:00,6.917286190054316,6.920248693009845,6.635854624715365,6.778051376342773,93072900,0.0,0.0
2020-11-12 00:00:00-03:00,6.736578070375723,6.760277531109861,6.449222038344326,6.490695953369141,77275000,0.0,0.0
2020-11-13 00:00:00-03:00,6.523282764483889,6.754352359739588,6.484770788581471,6.703990936279297,66065200,0.0,0.0
2020-11-16 00:00:00-03:00,6.872849377266219,7.000233606729379,6.8521118577800175,6.899511337280273,101583300,0.0,0.0
2020-11-17 00:00:00-03:00,6.828413411671455,7.151318917398676,6.807676454154247,7.018009662628174,94082100,0.0,0.0
2020-11-18 00:00:00-03:00,7.106882153696815,7.148356066715304,6.976534843444823,6.976534843444824,68540400,0.0,0.0
2020-11-19 00:00:00-03:00,6.9765345770916225,7.092069932580247,6.923211218834948,7.056520462036133,65382100,0.0,0.0
2020-11-23 00:00:00-03:00,7.124656307804352,7.4357123374938965,7.121694369890058,7.4357123374938965,125649000,0.0,0.0
2020-11-24 00:00:00-03:00,7.595685342636269,7.900816438763251,7.595685342636269,7.7675065994262695,153293500,0.0,0.0
2020-11-25 00:00:00-03:00,7.7615805097712185,7.85045334043957,7.604571239548144,7.776392459869385,73971200,0.0,0.0
2020-11-26 00:00:00-03:00,7.684555832034074,7.687518334562734,7.571982996103322,7.649006366729736,41935900,0.0,0.0
2020-11-27 00:00:00-03:00,7.678632009331825,7.720105921040051,7.539397759283019,7.5542097091674805,49863500,0.0,0.0
2020-11-30 00:00:00-03:00,7.483112710684529,7.666783409249804,7.358690387607504,7.37646484375,90207700,0.0,0.0
2020-12-01 00:00:00-03:00,7.5245866610344905,7.634197031951035,7.492000252145606,7.583835601806641,58866000,0.0,0.0
2020-12-02 00:00:00-03:00,7.5838352780388805,7.8504543700515494,7.503849380923155,7.675670623779297,88093300,0.0,0.0
2020-12-03 00:00:00-03:00,7.746768452425286,7.965988604062991,7.717143985438632,7.891927719116211,62424500,0.0,0.0
2020-12-04 00:00:00-03:00,8.054861492999008,8.16743378234475,8.016349518852536,8.155584335327148,61652400,0.0,0.0
2020-12-07 00:00:00-03:00,8.078559653469913,8.232606395213898,7.900813456460667,7.9985737800598145,72664200,0.0,0.0
2020-12-08 00:00:00-03:00,7.942288837052566,8.040049178808943,7.8386034891195155,7.897852420806885,46276700,0.0,0.0
2020-12-09 00:00:00-03:00,7.888966615554837,7.989689482155641,7.820830724924826,7.980802536010742,52448300,0.0,0.0
2020-12-10 00:00:00-03:00,8.054861020143465,8.354067026548872,8.037086003101024,8.241494178771973,97537100,0.0,0.0
2020-12-11 00:00:00-03:00,8.143733328853202,8.247418661534832,8.081522468267986,8.16743278503418,48334300,0.0,0.0
2020-12-14 00:00:00-03:00,8.303706973086081,8.374805357822206,8.182247161865234,8.182247161865234,53159500,0.0,0.0
2020-12-15 00:00:00-03:00,8.182246547111289,8.291856336787639,8.182246547111289,8.250382423400879,47208200,0.0,0.0
2020-12-16 00:00:00-03:00,8.25038095517641,8.365915730501829,8.137808117388925,8.351103782653809,59399200,0.0,0.0
2020-12-17 00:00:00-03:00,8.383690703670052,8.410352663490597,8.31555483525738,8.36591625213623,39297700,0.0,0.0
2020-12-18 00:00:00-03:00,8.324442863464355,8.389616233185324,8.300743404925853,8.324442863464355,44707900,0.0,0.0
2020-12-21 00:00:00-03:00,8.054860852584813,8.143733675789708,7.856377686723559,8.004499435424805,99988800,0.0,0.0
2020-12-22 00:00:00-03:00,8.057823484020341,8.137808800165995,8.013386506668752,8.081522941589355,46513200,0.0,0.0
2020-12-23 00:00:00-03:00,8.125959646427459,8.368879236514635,8.102260188005287,8.280006408691406,49038900,0.0,0.0
2020-12-28 00:00:00-03:00,8.401466548801297,8.448865467592416,8.348142623901367,8.348142623901367,36313300,0.0,0.0
2020-12-29 00:00:00-03:00,8.407392814705785,8.422205333192888,8.291857995705412,8.37480640411377,29891100,0.0,0.0
2020-12-30 00:00:00-03:00,8.398502740020579,8.439976646254884,8.35406633119245,8.395540237426758,36968200,0.0,0.0
2021-01-04 00:00:00-03:00,8.487376339819729,8.644385601523659,8.451827435497105,8.564399719238281,74719700,0.0,0.0
2021-01-05 00:00:00-03:00,8.561436702070443,8.940628570650805,8.365916044922342,8.899154663085938,95181100,0.0,0.0
2021-01-06 00:00:00-03:00,8.934705607500069,9.153925771227144,8.9021186355137,8.91693115234375,96562500,0.0,0.0
2021-01-07 00:00:00-03:00,8.988030120153368,9.227987257944527,8.988030120153368,9.183550834655762,56171300,0.0,0.0
2021-01-08 00:00:00-03:00,9.31982229081464,9.408695699406522,8.990992317639977,9.219099998474121,67136300,0.0,0.0
2021-01-11 00:00:00-03:00,9.068014655956848,9.201323905754164,9.005803220686344,9.142075538635254,48744700,0.0,0.0
2021-01-12 00:00:00-03:00,9.219100123260539,9.349446886896013,9.07394027709961,9.07394027709961,65691900,0.0,0.0
2021-01-13 00:00:00-03:00,9.088752819828835,9.14207675284589,8.591063531722675,8.635499954223633,93826600,0.0,0.0
2021-01-14 00:00:00-03:00,8.641423520890024,8.78954528123093,8.50811371056734,8.724371910095215,50745400,0.0,0.0
2021-01-15 00:00:00-03:00,8.605874041321824,8.614761550347815,8.303706079953889,8.330368041992188,80673300,0.0,0.0
2021-01-18 00:00:00-03:00,8.38665394998822,8.5466257230945,8.29778111940007,8.315555572509766,68855700,0.0,0.0
2021-01-19 00:00:00-03:00,8.43701703179097,8.549589908733344,8.188172379122323,8.499228477478027,61656000,0.0,0.0
2021-01-20 00:00:00-03:00,8.576250629662523,8.626612053598132,8.327406013161827,8.357029914855957,60306200,0.0,0.0
2021-01-21 00:00:00-03:00,8.30074337296802,8.413315659332591,8.149659113476863,8.161508560180664,41284900,0.0,0.0
2021-01-22 00:00:00-03:00,7.9778391129989705,8.069674457832912,7.86822874784382,8.025238037109375,51181900,0.0,0.0
2021-01-26 00:00:00-03:00,8.072634648393702,8.285929745781047,7.945249864453082,7.9985737800598145,64514600,0.0,0.0
2021-01-27 00:00:00-03:00,7.942287455209159,8.34517876449074,7.859339643326191,8.117071151733398,68337800,0.0,0.0
2021-01-28 00:00:00-03:00,8.093373237700554,8.428128746683575,8.090410734563394,8.22372055053711,67827000,0.0,0.0
2021-01-29 00:00:00-03:00,8.152621319241875,8.20002023440866,7.906739234924316,7.906739234924316,67555300,0.0,0.0
2021-02-01 00:00:00-03:00,8.075598449059564,8.200020750462583,7.948213644642227,8.155584335327148,44449500,0.0,0.0
2021-02-02 00:00:00-03:00,8.413314005751097,8.632534094561903,8.35406565379765,8.490337371826172,91663000,0.0,0.0
2021-02-03 00:00:00-03:00,8.585137411312138,8.632536331171332,8.49033957159375,8.573287963867188,47486800,0.0,0.0
2021-02-04 00:00:00-03:00,8.540700349271837,8.588099265549753,8.357029124915178,8.537737846374512,41444100,0.0,0.0
2021-02-05 00:00:00-03:00,8.585137894527897,8.913968413969062,8.389617197843886,8.54366397857666,121098700,0.0,0.0
2021-02-08 00:00:00-03:00,8.44590323027151,8.679935328536054,8.235570027108482,8.32740592956543,98821700,0.0,0.0
2021-02-09 00:00:00-03:00,8.309632081643153,8.404430500606368,8.111148863101041,8.158548355102539,63662200,0.0,0.0
2021-02-10 00:00:00-03:00,8.217794548614387,8.30666793684241,8.034123896681141,8.23556900024414,52949900,0.0,0.0
2021-02-11 00:00:00-03:00,8.336293092923679,8.442940948880137,8.25630776599605,8.31851863861084,61158600,0.0,0.0
