Date,Ativo,Open,High,Low,Close,Volume,Dividends,Open_BZ=F,High_BZ=F,Low_BZ=F,Close_BZ=F,Volume_BZ=F,Dividends_BZ=F
2020-11-12,PETR4.SA,6.736577575474904,6.760277034467968,6.449221564554038,6.490695476531982,77275000.0,0.0,43.77999877929688,44.47999954223633,43.27999877929688,43.52999877929688,36578.0,0.0
2020-11-13,PETR4.SA,6.523282300500025,6.754351879320355,6.484770327336863,6.703990459442139,66065200.0,0.0,43.33000183105469,43.34000015258789,42.630001068115234,42.77999877929688,34737.0,0.0
2020-11-16,PETR4.SA,6.872851277244234,7.000235541922372,6.85211375202521,6.899513244628906,101583300.0,0.0,42.72999954223633,44.68000030517578,42.63999938964844,43.81999969482422,37770.0,0.0
2020-11-17,PETR4.SA,6.828413411671455,7.151318917398676,6.807676454154247,7.018009662628174,94082100.0,0.0,43.900001525878906,44.22999954223633,43.08000183105469,43.75,27858.0,0.0
2020-11-17,PRIO3.SA,6.860980069738664,7.208421579836921,6.829031321162074,7.042687892913818,19975500.0,0.0,43.900001525878906,44.22999954223633,43.08000183105469,43.75,27858.0,0.0
2020-11-18,PETR4.SA,7.106881667950587,7.148355578134387,6.976534366607665,6.976534366607666,68540400.0,0.0,43.77999877929688,44.880001068115234,43.4900016784668,44.34000015258789,28668.0,0.0
2020-11-18,PRIO3.SA,7.128550157799358,7.380146381772866,7.046681873953278,7.068646430969238,22399500.0,0.0,43.77999877929688,44.880001068115234,43.4900016784668,44.34000015258789,28668.0,0.0
2020-11-19,PETR4.SA,6.976534105659429,7.092069453340871,6.9232107510060255,7.056519985198975,65382100.0,0.0,44.15999984741211,44.58000183105469,43.790000915527344,44.20000076293945,25836.0,0.0
2020-11-19,PRIO3.SA,7.607780269884698,9.185246467590332,7.587812361410164,9.185246467590332,161938000.0,0.0,44.15999984741211,44.58000183105469,43.790000915527344,44.20000076293945,25836.0,0.0
2020-11-23,PETR4.SA,7.124656307804352,7.435712337493896,7.121694369890058,7.435712337493896,125649000.0,0.0,45.130001068115234,46.119998931884766,44.900001525878906,46.060001373291016,35378.0,0.0
2020-11-23,PRIO3.SA,8.789882059557515,9.36495861578921,8.586209667976725,9.287083625793455,47696500.0,0.0,45.130001068115234,46.119998931884766,44.900001525878906,46.060001373291016,35378.0,0.0
2020-11-24,PETR4.SA,7.595683943768447,7.900814983700622,7.595683943768447,7.767505168914795,153293500.0,0.0,45.84000015258789,48.02999877929688,45.84000015258789,47.86000061035156,31692.0,0.0
2020-11-24,PRIO3.SA,9.2830904134795,9.534686171069842,9.00553632565583,9.045472145080566,37865000.0,0.0,45.84000015258789,48.02999877929688,45.84000015258789,47.86000061035156,31692.0,0.0
2020-11-25,PETR4.SA,7.761580985700129,7.850453821818033,7.604571705849472,7.776392936706543,73971200.0,0.0,47.86000061035156,49.04999923706055,47.59999847412109,48.61000061035156,24897.0,0.0
2020-11-25,PRIO3.SA,9.047468781210886,9.84019522420406,9.045472133064058,9.584606170654297,47446000.0,0.0,47.86000061035156,49.04999923706055,47.59999847412109,48.61000061035156,24897.0,0.0
2020-11-26,PETR4.SA,7.684555352980772,7.68751785532475,7.571982524067782,7.649005889892578,41935900.0,0.0,,,,,,
2020-11-26,PRIO3.SA,9.45880781790833,10.07981014251709,9.38692372388246,10.07981014251709,29322500.0,0.0,,,,,,
2020-11-27,PETR4.SA,7.678632009331825,7.720105921040051,7.539397759283019,7.55420970916748,49863500.0,0.0,48.900001525878906,49.06999969482422,47.36000061035156,48.18000030517578,12454.0,0.0
2020-11-27,PRIO3.SA,10.039873481298947,10.736754089940016,9.96000184923627,10.333402633666992,38553500.0,0.0,48.900001525878906,49.06999969482422,47.36000061035156,48.18000030517578,12454.0,0.0
2020-11-30,PETR4.SA,7.483112710684529,7.666783409249804,7.358690387607504,7.37646484375,90207700.0,0.0,47.75,47.95000076293945,46.84999847412109,47.59000015258789,37651.0,0.0
2020-11-30,PRIO3.SA,10.309441573432524,10.519104858238444,9.842191640843902,10.01791000366211,22847500.0,0.0,47.75,47.95000076293945,46.84999847412109,47.59000015258789,37651.0,0.0
2020-12-01,PETR4.SA,7.524584768587076,7.6341951119364095,7.491998367893733,7.583833694458008,58866000.0,0.0,47.70000076293945,48.29999923706055,46.88999938964844,47.41999816894531,31987.0,0.0
2020-12-01,PRIO3.SA,10.18563991657573,10.68284147723609,10.18563991657573,10.672857284545898,29599000.0,0.0,47.70000076293945,48.29999923706055,46.88999938964844,47.41999816894531,31987.0,0.0
2020-12-02,PETR4.SA,7.58383527803888,7.850454370051549,7.503849380923155,7.675670623779297,88093300.0,0.0,47.13999938964844,48.75,46.77000045776367,48.25,35514.0,0.0
2020-12-02,PRIO3.SA,10.606963220522603,10.618944061417052,10.129730041449768,10.1616792678833,26202000.0,0.0,47.13999938964844,48.75,46.77000045776367,48.25,35514.0,0.0
2020-12-03,PETR4.SA,7.746768452425286,7.965988604062991,7.717143985438632,7.891927719116211,62424500.0,0.0,48.08000183105469,48.93000030517578,47.68000030517578,48.709999084472656,36526.0,0.0
2020-12-03,PRIO3.SA,10.283483151447378,10.5031306269241,10.001934824705986,10.30345058441162,25346000.0,0.0,48.08000183105469,48.93000030517578,47.68000030517578,48.709999084472656,36526.0,0.0
2020-12-04,PETR4.SA,8.054862434895284,8.167434737404681,8.01635045624541,8.155585289001465,61652400.0,0.0,48.81999969482422,49.86000061035156,48.77000045776367,49.25,31658.0,0.0
2020-12-04,PRIO3.SA,10.455207021155918,11.7810774833549,10.455207021155918,11.138110160827637,65127000.0,0.0,48.81999969482422,49.86000061035156,48.77000045776367,49.25,31658.0,0.0
