Date,Ativo,Modelo,Real,Pred_Base,Pred_SeqOnly,Pred_ResidualOnly,Pred_Hibrido,ErroAbs_Base,ErroAbs_Hibrido,Hybrid_Better,Event_Day,Year,Deterioracao_Abs
2022-11-28,EXXO34,AUTOENCODER,68.01919555664062,69.85702369284002,70.33035354770752,75.09483672626033,76.10224759350336,1.8378281361993916,8.083052036862739,False,True,2022,6.245223900663348
2022-03-09,EXXO34,AUTOENCODER,46.20536422729492,46.20759319537672,45.84765757502542,49.34392017615491,48.72485310803584,0.0022289680817948,2.519488880740916,False,True,2022,2.5172599126591213
2022-06-21,EXXO34,AUTOENCODER,53.58755111694336,53.58959480406088,54.09339652666902,51.24540151957187,51.31004626902573,0.0020436871175206,2.2775048479176263,False,True,2022,2.2754611608001056
2022-05-09,EXXO34,AUTOENCODER,48.719364166259766,48.67962844977615,48.25594678513662,51.63778112757328,50.86084425700236,0.0397357164836194,2.141480090742597,False,True,2022,2.1017443742589776
2023-08-16,EXXO34,AUTOENCODER,62.53546524047852,62.45717028769309,63.08537537572332,63.70168147080014,64.57677526970215,0.0782949527854341,2.041310029223631,False,True,2023,1.9630150764381966
2023-01-09,EXXO34,AUTOENCODER,65.85456848144531,66.48415376826551,67.15286295694996,67.09138883537453,68.05712604315033,0.6295852868202019,2.202557561705021,False,True,2023,1.572972274884819
2021-01-28,EXXO34,AUTOENCODER,26.678083419799805,27.487575450060994,27.73301201268052,28.60648392938386,29.033887819707385,0.8094920302611897,2.35580439990758,False,True,2021,1.5463123696463903
2024-11-18,EXXO34,AUTOENCODER,84.44876861572266,85.16655407650819,85.74447127563313,85.50498889750435,86.70004174849981,0.7177854607855352,2.2512731327771576,False,True,2024,1.5334876719916224
2022-01-03,EXXO34,AUTOENCODER,40.19772720336914,39.03589452013779,38.71896068559072,37.57943379184914,37.54289911958392,1.1618326832313528,2.654828083785219,False,False,2022,1.4929954005538661
2026-03-04,EXXO34,AUTOENCODER,97.9499969482422,98.76413329574848,99.64938390784556,99.93044613778356,100.24422901115096,0.8141363475062633,2.294232062908762,False,True,2026,1.4800957154024985
2024-09-24,EXXO34,AUTOENCODER,77.30240631103516,76.99401197481211,77.79850933754678,78.76536583548976,79.05329432646067,0.3083943362230457,1.7508880154255166,False,True,2024,1.442493679202471
