,peso
2020-11-16,0.5406769459503353
2020-11-24,0.5456757317196357
2020-12-10,0.5935099133550662
2020-12-21,-0.5448863870407885
2020-12-23,0.49536393966914294
2021-01-05,0.591594042942978
2021-01-15,-0.5785524328727895
2021-02-08,-0.048620368206773054
2021-02-22,-0.0956431570279897
2021-03-03,-0.05197305328928581
2021-03-04,0.5488530317519298
2021-03-11,0.4367580886367927
2021-03-18,-0.494426958614315
2021-03-23,-0.46664397211762987
2021-05-14,0.6230608847142617
2021-08-04,-0.5335586984685898
2021-08-24,0.5399904207809784
2021-08-27,0.5722519377213522
2021-09-22,0.2916118936124002
2021-11-17,-0.46641108994952596
2021-11-23,0.38677135201709684
2021-12-20,-0.5117271528781301
2022-01-11,0.4513252895342723
2022-01-25,0.5074022912114843
2022-02-01,0.2207309600004321
2022-02-11,0.3899694362482239
2022-02-14,-0.029164726020233636
2022-02-24,0.13883246070838845
2022-03-07,0.039683103180219184
2022-03-08,0.40317565136956496
2022-03-11,-0.03311839846773272
2022-03-15,-0.497401012614426
2022-03-17,0.2174238202926777
2022-03-21,0.46225574094635136
2022-03-29,0.3092125476025557
2022-03-30,0.30576031318348507
2022-04-13,0.4626901119135575
2022-04-19,-0.028926601229080307
2022-05-04,0.5982420659974801
2022-05-11,0.49720931478103114
2022-07-01,-0.04993851949141552
2022-07-07,0.5515692205330537
2022-07-29,0.6356990872044399
2022-08-11,0.007601004984800416
2022-08-18,0.4298376337949234
2022-08-23,0.5313186752081334
2022-08-30,-0.6689681063932721
2022-08-31,0.06772838110208307
2022-09-23,-0.5721636024472717
2022-10-04,0.20632868671297822
2022-10-19,0.4954397245423787
2022-10-26,-0.011201036849169087
2022-11-04,0.10169425542354044
2022-11-11,0.3970940256028242
2022-11-14,0.06533714788220686
2022-11-30,0.5305952576068548
2022-12-12,-0.1293311977291913
2022-12-13,-0.15634168069431778
2022-12-14,-0.2922859666377257
2022-12-21,0.3689162773010497
2022-12-23,0.5315302864082868
2023-01-04,0.02820703807843339
2023-02-10,0.6084077094007854
2023-03-07,-0.5260125656402892
2023-03-13,-0.6162604172001769
2023-03-21,0.5426098347206239
2023-05-05,0.6846511368967652
2023-05-17,-0.3501382794804661
2023-06-01,0.5348261320658866
2023-06-15,0.07524676225165777
2023-09-27,0.4835292983440655
2023-10-04,-0.5781204872285599
2023-11-08,-0.5884780527083715
2023-11-17,0.5950909598807663
2023-12-06,-0.41703600091127113
2023-12-08,0.5879766351289787
2023-12-14,0.2428392874728814
2024-01-03,0.5691806274663374
2024-01-25,0.5931265884418195
2024-07-31,0.6000238128883724
2024-08-02,-0.3786213890609022
2024-09-26,-0.4931462121168109
2024-10-01,0.5736540044449384
2024-10-08,-0.44543021097064184
2025-02-27,-0.22461685343891644
2025-04-03,-0.6100061499415702
2025-04-04,-0.6141915482852622
2025-04-08,-0.5783177813098536
2025-04-09,0.6086930655978778
2025-04-10,-0.6772610384119753
2025-06-11,0.5895154557883029
2025-06-13,0.49492426822963803
2025-06-17,0.5338372550736767
2025-09-24,0.3919163129360868
2020-11-23,0.5902368388299886
2021-01-08,0.6031017716678584
2021-02-12,0.37238077880573967
2021-02-24,0.4232389879505977
2021-03-01,-0.37402407110557323
2021-03-05,0.5105137868818085
2021-03-24,0.5647461450801334
2021-03-25,-0.6914324570602748
2021-03-26,0.5647461450801335
2021-04-01,0.5529831871731093
2021-04-14,0.41702150880898925
2021-05-13,-0.2822615822592026
2021-05-19,-0.2269710058641596
2021-05-20,-0.20573104675799705
2021-05-21,0.36072018710354276
2021-07-14,-0.3075847831903388
2021-07-21,0.609988336927089
2021-07-22,0.3745543096810143
2021-08-10,0.5444931440749945
2021-08-19,-0.30427244259980984
2021-09-02,0.3046627264399324
2021-09-10,0.4138253001390264
2021-09-15,0.3104888232109884
2021-10-27,-0.5490472106860971
2021-11-03,-0.15070352893316266
2021-11-05,0.11723551331341568
2021-11-10,-0.5094464234003441
2021-11-19,-0.6035984811786321
2021-11-30,-0.371206239171446
2021-12-01,-0.373537853612826
2021-12-06,0.15419153855765003
2021-12-07,0.2920644058804827
2021-12-21,0.0805087797611418
2021-12-23,0.40038259543024063
2022-02-04,0.3437421115101571
2022-02-08,-0.3998399839777876
2022-02-15,-0.2040730723878414
2022-02-28,0.35063453481706286
2022-03-01,0.41335256840298207
2022-03-02,0.6254976731587807
2022-03-03,-0.08657082960939191
2022-03-04,0.5591720101909914
2022-03-09,-0.4926288845120119
2022-03-14,-0.4157474080082034
2022-03-23,0.6367892275343835
2022-03-24,-0.46784079477975704
2022-03-31,-0.22148904965293234
2022-04-01,-0.21222639037592778
2022-04-06,-0.4557039104220691
2022-04-08,0.41565976589995784
2022-04-12,0.3341273364843479
2022-04-14,0.38486748316526637
2022-04-26,0.3161427739856511
2022-04-28,0.368601592177637
2022-05-03,-0.4443841446037091
2022-05-10,-0.6279522427410777
2022-05-13,0.6262228052036084
2022-05-17,-0.6709318800671109
2022-05-18,-0.5528945528582233
2022-05-19,0.5764263601930684
2022-05-26,0.5192087604225946
2022-06-01,0.05496974347811467
2022-06-08,0.3673799395166343
2022-06-15,-0.4297580364620074
2022-06-17,-0.6599252996807663
2022-06-22,-0.6261235103288785
2022-06-24,0.23950770951903835
2022-06-28,0.47265723338347676
2022-07-06,-0.3437163507123938
2022-07-08,0.5849666803456013
2022-07-12,-0.7058430315161932
2022-07-15,0.13546179240013836
2022-07-21,-0.6771616989977994
2022-07-27,0.32466276828676477
2022-08-03,-0.6059899902165917
2022-08-04,-0.5508785604496107
2022-08-16,-0.5220960460038107
2022-09-01,-0.6971448115850909
2022-09-07,-0.7212251267777275
2022-09-09,0.2546705362846109
2022-09-15,-0.6167093781885444
2022-09-27,0.1289006711157724
2022-09-28,0.40915578704787353
2022-10-07,0.18714311251228816
2022-10-13,0.42151784023714556
2022-10-14,-0.6167090045035277
2022-11-08,-0.5007262231121736
2022-11-09,-0.47834050355696556
2022-11-17,-0.1978347536886354
2022-11-18,-0.6153115094856091
2022-11-23,-0.10871496019233806
2022-12-05,-0.2875932318597865
2022-12-06,-0.4486080221215813
2022-12-07,-0.5369898570012296
2022-12-16,-0.6886265790909227
2022-12-30,0.39815064806095113
2023-01-11,0.5319030797382884
2023-01-24,-0.6116091969732926
2023-01-30,-0.43118263397419393
2023-02-03,-0.5747710538801667
2023-02-07,0.40705978509164575
2023-02-17,-0.5477539920242314
2023-02-22,-0.49039993830944184
2023-03-14,-0.5558350296989821
2023-03-15,-0.4246571485025656
2023-03-17,-0.6031761775053943
2023-04-12,0.35465135756322536
2023-04-20,-0.4965211001029658
