modelo,rmse_tecnico_full,mae_tecnico_full,rmse_hibrido_full
GRU_d0.1,0.6216008837447813,0.4659669074273445,0.5981273695485745
MLP_Lag,0.6316791900340176,0.4578316504015442,0.6108276878041398
LSTM_d0.1,0.7270371629657373,0.5502569332951067,0.7038955055208012
LSTM_d0.3,0.7468858043927417,0.5657622869612682,0.7251241685949087
Transformer,1.0978588054295848,0.8181810102407566,1.0907761055194762
